instrument_token,exchange_token,tradingsymbol,name,instrument_type,segment,exchange
138085892,539398,VISHALBL,VISHAL BEARINGS ,EQ,BSE,BSE
138086148,539399,BELLACASA,BELLA CASA FASHION & RETAIL LI,EQ,BSE,BSE
138086404,539400,MALLCOM,MALLCOM (INDIA),EQ,BSE,BSE
138086660,539401,PJL,PATDIAM JEWELLERY ,EQ,BSE,BSE
138086916,539402,NAKSH,NAKSH PRECIOUS METALS ,EQ,BSE,BSE
138087428,539404,SATIN,SATIN CREDITCARE NETWORK LIMIT,EQ,BSE,BSE
138087684,539405,DITCO,DECOROUS INVESTMENT AND TRADIN,EQ,BSE,BSE
138087940,539406,SWAGTAM,SWAGATAM TRADING & SERVICES LI,EQ,BSE,BSE
138088196,539407,GENCON,GENERIC ENGINEERING CONSTRUCTI,EQ,BSE,BSE
138088452,539408,KUBERJI,KUBER UDYOG ,EQ,BSE,BSE
138088708,539409,NEERAJ,NEERAJ PAPER MARKETING,EQ,BSE,BSE
138093572,539428,TEJNAKSH,TEJNAKSH HEALTHCARE ,EQ,BSE,BSE
138095108,539434,BRIPORT,BRILLIANT PORTFOLIOS,EQ,BSE,BSE
138095364,539435,RFSL,RICHFIELD FINANCIAL SERVICES L,EQ,BSE,BSE
138095620,539436,COFFEEDAY,COFFEE DAY ENTERPRISES ,EQ,BSE,BSE
138095876,539437,IDFCFIRSTB,IDFC FIRST BANK,EQ,BSE,BSE
138098692,539448,INDIGO,INTERGLOBE AVIATION ,EQ,BSE,BSE
138098948,539449,IGCIL,IGC INDUSTRIES ,EQ,BSE,BSE
138099204,539450,SHK,S H KELKAR AND COMPANY ,EQ,BSE,BSE
138100484,539455,ARYAVAN,ARYAVAN ENTERPRISE,EQ,BSE,BSE
138103812,539468,TFSL,TYPHOON FINANCIAL SERVICES LIM,EQ,BSE,BSE
138104068,539469,PANORAMA,PANORAMA STUDIOS INTERNATIONAL,EQ,BSE,BSE
138104324,539470,SHREEGANES,SHREE GANESH BIOTECH (INDIA) L,EQ,BSE,BSE
138106628,539479,GTV,GTV ENGINEERING ,EQ,BSE,BSE
138106884,539480,LICNETFN50,LIC MF EXHGE TRADED FUND-NIFTY,EQ,BSE,BSE
138108676,539487,LICNETFSEN,LIC MF EXCHNG TRADED FUND-SENS,EQ,BSE,BSE
138108932,539488,TFLL,TIRUPATI FIN-LEASE,EQ,BSE,BSE
138109956,539492,GARBIFIN,GARBI FINVEST ,EQ,BSE,BSE
138110468,539494,SMARTFIN,SMART FINSEC ,EQ,BSE,BSE
138110724,539495,RAJKOTINV,RAJKOT INVESTMENT TRUST LIMITE,EQ,BSE,BSE
138113540,539506,ADCON,ADCON CAPITAL SERVICES ,EQ,BSE,BSE
138115844,539515,QUINT,QUINT DIGITAL ,EQ,BSE,BSE
138116100,539516,HDFCNIFTY,HDFC MUTUAL FUND,EQ,BSE,BSE
138116356,539517,HDFCSENSEX,HDFC MUTUAL FUND,EQ,BSE,BSE
138116612,539518,UDAYJEW,UDAY JEWELLERY INDUSTRIES LIMI,EQ,BSE,BSE
138116868,539519,SATTVASUKU,SATTVA SUKUN LIFECARE,EQ,BSE,BSE
138117380,539521,NAVIGANT,NAVIGANT CORPORATE ADVISORS LI,EQ,BSE,BSE
138117636,539522,GROVY,GROVY INDIA ,EQ,BSE,BSE
138117892,539523,ALKEM,ALKEM LABORATORIES ,EQ,BSE,BSE
138118148,539524,LALPATHLAB,DR. LAL PATHLABS ,EQ,BSE,BSE
138118660,539526,SCTL,SUNCARE TRADERS ,EQ,BSE,BSE
138118916,539527,CREATIVE,CREATIVE CASTINGS ,EQ,BSE,BSE
138120452,539533,ELITECON,ELITECON INTERNATIONAL,EQ,BSE,BSE
138122756,539542,LUXIND,LUX INDUSTRIES ,EQ,BSE,BSE
138123012,539543,VALLEY,VALLEY MAGNESITE COMPANY LIMIT,EQ,BSE,BSE
138123268,539544,ABHIINFRA,ABHISHEK INFRAVENTURES ,EQ,BSE,BSE
138123524,539545,APOORVA,APOORVA LEASING FINANCE & INVE,EQ,BSE,BSE
138123780,539546,AGRIBIO,AGRIBIO SPIRITS,EQ,BSE,BSE
138125060,539551,NH,NARAYANA HRUDAYALAYA ,EQ,BSE,BSE
138125316,539552,FMEC,F MEC INTERNATIONAL FINANCIAL,EQ,BSE,BSE
138127108,539559,DDIL,DEEP DIAMOND INDIA ,EQ,BSE,BSE
138127364,539560,ABHIJIT,ABHIJIT TRADING CO.,EQ,BSE,BSE
138127620,539561,REMLIFE,REMEDIUM LIFECARE,EQ,BSE,BSE
138127876,539562,AARNAV,AARNAV FASHIONS,EQ,BSE,BSE
138130948,539574,SCL,SUNSHINE CAPITAL,EQ,BSE,BSE
138133508,539584,SIPTL,SHARANAM INFRAPROJECT AND TRAD,EQ,BSE,BSE
138135812,539593,SHIVA,SHIVANSH FINSERV ,EQ,BSE,BSE
138136068,539594,MISHTANN,MISHTANN FOODS ,EQ,BSE,BSE
138136580,539596,DELTA,DELTA INDUSTRIAL RESOURCES LIM,EQ,BSE,BSE
138137092,539598,CGFL,CREDENT GLOBAL FINANCE,EQ,BSE,BSE
138137348,539599,KEL,KOTIA ENTERPRISES ,EQ,BSE,BSE
138139396,539607,BLUECLOUDS,BLUE CLOUD SOFTECH SOLUTIONS L,EQ,BSE,BSE
138142724,539620,KEIL,KANORIA ENERGY & INFRASTRUCTUR,EQ,BSE,BSE
138142980,539621,BCLENTERPR,BCL ENTERPRISES ,EQ,BSE,BSE
138146820,539636,PRECAM,PRECISION CAMSHAFTS ,EQ,BSE,BSE
138152452,539658,TEAMLEASE,TEAMLEASE SERVICES ,EQ,BSE,BSE
138152708,539659,KAMATS,VIKRAM KAMATS HOSPITALITY LIMI,EQ,BSE,BSE
138152964,539660,BESTAGRO,BEST AGROLIFE,EQ,BSE,BSE
138153220,539661,ACEMEN,ACE MEN ENGG WORKS,EQ,BSE,BSE
138153476,539662,BFLAFL,BFL ASSET FINVEST ,EQ,BSE,BSE
138155268,539669,RGF,RGF CAPITAL MARKETS ,EQ,BSE,BSE
138156292,539673,RCL,RADHAGOBIND COMMERCIAL ,EQ,BSE,BSE
138157572,539678,QUICKHEAL,QUICK HEAL TECHNOLOGIES LIMITE,EQ,BSE,BSE
138157828,539679,KAPILRAJ,KAPIL RAJ FINANCE,EQ,BSE,BSE
138158084,539680,GANGAPHARM,GANGA PHARMACEUTICALS ,EQ,BSE,BSE
138158340,539681,DAL,DYNAMIC ARCHISTRUCTURES LIMITE,EQ,BSE,BSE
138158596,539682,MOBAVENUE,MOBAVENUE AI TECH ,EQ,BSE,BSE
138158852,539683,SHIVKAMAL,SHIVKAMAL IMPEX ,EQ,BSE,BSE
138159620,539686,KPEL,K.P. ENERGY ,EQ,BSE,BSE
138160900,539691,RGCORP,REAL GROWTH CORPORATION LIMITE,EQ,BSE,BSE
138161156,539692,IFINSER,INTERACTIVE FINANCIAL SERVICES,EQ,BSE,BSE
138162436,539697,HILIKS,HILIKS TECHNOLOGIES,EQ,BSE,BSE
138169348,539724,HYPERSOFT,HYPERSOFT TECHNOLOGIES,EQ,BSE,BSE
138169604,539725,GOKULAGRO,GOKUL AGRO RESOURCES,EQ,BSE,BSE
138170884,539730,FREDUN,FREDUN PHARMACEUTICALS ,EQ,BSE,BSE
138173956,539742,SIMBHALS,SIMBHAOLI SUGARS,EQ,BSE,BSE
138178564,539760,RELICAB,RELICAB CABLE MANUFACTURING LI,EQ,BSE,BSE
138178820,539761,VKAL,VANTAGE KNOWLEDGE ACADEMY LIMI,EQ,BSE,BSE
138179076,539762,MEAPL,MODERN ENGINEERING AND PROJECT,EQ,BSE,BSE
138180356,539767,MNIL,MEGA NIRMAN & INDUSTRIES LIMIT,EQ,BSE,BSE
138181892,539773,ADVIKCA,ADVIK CAPITAL ,EQ,BSE,BSE
138184708,539784,LICNFNHGP,LIC MF EXHNGE TRADED FUND NIFT,EQ,BSE,BSE
138184964,539785,PDMJEPAPER,PUDUMJEE PAPER PRODUCTS LIMITE,EQ,BSE,BSE
138185476,539787,HCG,HEALTHCARE GLOBAL ENTERPRISES,EQ,BSE,BSE
138185732,539788,KDML,KHEMANI DISTRIBUTORS & MARKETI,EQ,BSE,BSE
138188292,539798,UMIYA,UMIYA TUBES ,EQ,BSE,BSE
138188548,539799,BHARATWIRE,BHARAT WIRE ROPES ,EQ,BSE,BSE
138188804,539800,CHDCHEM,CHD CHEMICALS ,EQ,BSE,BSE
138190596,539807,INFIBEAM,INFIBEAM AVENUES,EQ,BSE,BSE
138192388,539814,LELAVOIR,LE LAVOIR,EQ,BSE,BSE
138193668,539819,MUDRA,MUDRA FINANCIAL SERVICES,EQ,BSE,BSE
138197508,539834,BALGOPAL,BALGOPAL COMMERCIAL ,EQ,BSE,BSE
138197764,539835,SUPERIOR,SUPERIOR FINLEASE ,EQ,BSE,BSE
138198276,539837,RPEL,RAGHAV PRODUCTIVITY ENHANCERS,EQ,BSE,BSE
138198788,539839,FRANKLIN,FRANKLIN LEASING AND FINANCE L,EQ,BSE,BSE
138199300,539841,LANCER,LANCER CONTAINER LINES ,EQ,BSE,BSE
138199812,539843,NINSYS,NINTEC SYSTEMS ,EQ,BSE,BSE
138202628,539854,HALDER,HALDER VENTURE ,EQ,BSE,BSE
138205188,539864,GHUSHINE,GHUSHINE FINTRRADE OCEAN LIMIT,EQ,BSE,BSE
138206980,539871,THYROCARE,THYROCARE TECHNOLOGIES ,EQ,BSE,BSE
138207236,539872,BAJAJHCARE,BAJAJ HEALTHCARE ,EQ,BSE,BSE
138208004,539875,RSDFIN,RSD FINANCE ,EQ,BSE,BSE
138208260,539876,CROMPTON,CROMPTON GREAVES CONSUMER ELEC,EQ,BSE,BSE
138210052,539883,PILANIINVS,PILANI INVESTMENT AND INDUSTRI,EQ,BSE,BSE
138210308,539884,DARSHANORNA,DARSHAN ORNA ,EQ,BSE,BSE
138211588,539889,PARAGMILK,PARAG MILK FOODS ,EQ,BSE,BSE
138212868,539894,MADHAVIPL,MADHAV INFRA PROJECTS ,EQ,BSE,BSE
138213124,539895,SPICELOUNG,SPICE LOUNGE FOOD WORKS LIMITE,EQ,BSE,BSE
138214404,539900,DIDL,DALMIA INDUSTRIAL DEVELOPMENT,EQ,BSE,BSE
138217220,539911,SNIM,SVARNIM TRADE UDYOG ,EQ,BSE,BSE
138218756,539917,NAGAFERT,NAGARJUNA FERTILIZERS AND CHEM,EQ,BSE,BSE
138219780,539921,SEIL,SHANTI EDUCATIONAL INITIATIVES,EQ,BSE,BSE
138220036,539922,RGIL,ROTOGRAPHICS (INDIA) ,EQ,BSE,BSE
138221316,539927,LIKHAMI,LIKHAMI CONSULTING,EQ,BSE,BSE
138224132,539938,MIL,MEDICO INTERCONTINENTAL LIMITE,EQ,BSE,BSE
138224388,539939,YASHCHEM,YASH CHEMEX ,EQ,BSE,BSE
138225924,539945,NV20IETF,ICICI PRUDENTIAL NV20 ETF,EQ,BSE,BSE
138226180,539946,BAZELINTER,BAZEL INTERNATIONAL ,EQ,BSE,BSE
138226436,539947,JLL,JINDAL LEASEFIN,EQ,BSE,BSE
138228740,539956,TAALENT,TAAL ENTERPRISES ,EQ,BSE,BSE
138228996,539957,MGL,MAHANAGAR GAS ,EQ,BSE,BSE
138230532,539963,ZEAL,ZEAL AQUA ,EQ,BSE,BSE
138234372,539978,QUESS,QUESS CORP ,EQ,BSE,BSE
138234884,539980,MIDSELIETF,ICICI PRUDENTIAL BSE MIDCAP SE,EQ,BSE,BSE
138235908,539984,HUIL,HINDUSTHAN URBAN INFRASTRUCTUR,EQ,BSE,BSE
138236164,539985,TITAANIUM,TITAANIUM TEN ENTERPRISE LIMIT,EQ,BSE,BSE
138236420,539986,COMSYN,COMMERCIAL SYN BAGS ,EQ,BSE,BSE
138237700,539991,CFEL,CONFIDENCE FUTURISTIC ENERGETE,EQ,BSE,BSE
138237956,539992,LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMIT,EQ,BSE,BSE
138239236,539997,KPL,KWALITY PHARMACEUTICALS LIMITE,EQ,BSE,BSE
138241284,540005,LTIM,LTIMINDTREE ,EQ,BSE,BSE
138241540,540006,EASTWEST,EAST WEST FREIGHT CARRIERS,EQ,BSE,BSE
138242052,540008,BSLSENETFG,ADITYA BIRLA SUN LIFE BSE SENS,EQ,BSE,BSE
138245892,540023,COLORCHIPS,COLORCHIPS NEW MEDIA,EQ,BSE,BSE
138246404,540025,ADVENZYMES,ADVANCED ENZYME TECHNOLOGIES L,EQ,BSE,BSE
138246660,540026,LAHL,LADAM AFFORTABLE HOUSING LIMIT,EQ,BSE,BSE
138252036,540047,DBL,DILIP BUILDCON ,EQ,BSE,BSE
138252292,540048,SPAL,S.P. APPARELS ,EQ,BSE,BSE
138255620,540061,BIGBLOC,BIGBLOC CONSTRUCTION ,EQ,BSE,BSE
138255876,540062,GOLDENCREST,GOLDEN CREST EDUCATION & SERVI,EQ,BSE,BSE
138256132,540063,ECS,ECS BIZTECH ,EQ,BSE,BSE
138256644,540065,RBLBANK,RBL BANK ,EQ,BSE,BSE
138256900,540066,AMS,AMS POLYMERS,EQ,BSE,BSE
138258436,540072,SHIVAEXPO,SHIVA GRANITO EXPORT ,EQ,BSE,BSE
138258692,540073,BLS,BLS INTERNATIONAL SERVICES,EQ,BSE,BSE
138259972,540078,MITSU,MITSU CHEM PLAST ,EQ,BSE,BSE
138260228,540079,SPRAYKING,SPRAYKING ,EQ,BSE,BSE
138260484,540080,DHATRE,DHATRE UDYOG ,EQ,BSE,BSE
138260740,540081,SABEVENTS,SAB EVENTS & GOVERNANCE NOW ME,EQ,BSE,BSE
138260996,540082,RSTL,RIDDHI STEEL AND TUBE ,EQ,BSE,BSE
138261252,540083,TVVISION,TV VISION,EQ,BSE,BSE
138264836,540097,GAMCO,GAMCO,EQ,BSE,BSE
138267652,540108,TIAANC,TIAAN CONSUMER,EQ,BSE,BSE
138269444,540115,LTTS,L&T TECHNOLOGY SERVICES LIMITE,EQ,BSE,BSE
138271748,540124,GNA,G N A AXLES ,EQ,BSE,BSE
138272004,540125,RADHIKAJWE,RADHIKA JEWELTECH ,EQ,BSE,BSE
138273796,540132,SIIL,SABRIMALA INDUSTRIES INDIA LIM,EQ,BSE,BSE
138274052,540133,ICICIPRULI,ICICI PRUDENTIAL LIFE INSURANC,EQ,BSE,BSE
138274308,540134,IISL,ISHAAN INFRASTRUCTURE AND SHEL,EQ,BSE,BSE
138274564,540135,ARCFIN,ARC FINANCE ,EQ,BSE,BSE
138274820,540136,HPL,HPL ELECTRIC & POWER ,EQ,BSE,BSE
138276612,540143,SAGARSOFT,SAGARSOFT (INDIA) ,EQ,BSE,BSE
138276868,540144,DRA,DRA CONSULTANTS,EQ,BSE,BSE
138277124,540145,VALIANTORG,VALIANT ORGANICS ,EQ,BSE,BSE
138277380,540146,ACML,ADITYA CONSUMER MARKETING LIMI,EQ,BSE,BSE
138277636,540147,SHASHIJIT,SHASHIJIT INFRAPROJECTS LIMITE,EQ,BSE,BSE
138277892,540148,BINDALEXPO,BINDAL EXPORTS ,EQ,BSE,BSE
138278404,540150,MHEL,MEWAR HI-TECH ENGINEERING LIMI,EQ,BSE,BSE
138278660,540151,DIKSAT,DIKSAT TRANSWORLD ,EQ,BSE,BSE
138279172,540153,ENDURANCE,ENDURANCE TECHNOLOGIES ,EQ,BSE,BSE
138279428,540154,IDFSENSEXE,BANDHAN MUTUAL FUND,EQ,BSE,BSE
138280708,540159,PURPLE,PURPLE ENTERTAINMENT ,EQ,BSE,BSE
138283012,540168,SUPRAPFSL,SUPRA PACIFIC FINANCIAL SERVIC,EQ,BSE,BSE
138284292,540173,PNBHOUSING,PNB HOUSING FINANCE ,EQ,BSE,BSE
138284548,540174,SOUTHERNIN,SOUTHERN INFOCONSULTANTS LIMIT,EQ,BSE,BSE
138284804,540175,REGENCY,REGENCY FINCORP,EQ,BSE,BSE
138286084,540180,VBL,VARUN BEVERAGES ,EQ,BSE,BSE
138286340,540181,SALEM,SALEM ERODE INVESTMENTS,EQ,BSE,BSE
138288388,540189,UPROTECH,UNIPRO TECHNOLOGIES ,EQ,BSE,BSE
138288644,540190,FRANKLININD,FRANKLIN INDUSTRIES ,EQ,BSE,BSE
138289156,540192,LKPSEC,LKP SECURITIES ,EQ,BSE,BSE
138290692,540198,OSIAJEE,OSIAJEE TEXFAB,EQ,BSE,BSE
138290948,540199,CMBL,CORPORATE MERCHANT BANKERS LIM,EQ,BSE,BSE
138291972,540203,SFL,SHEELA FOAM ,EQ,BSE,BSE
138292228,540204,EIKO,EIKO LIFESCIENCES,EQ,BSE,BSE
138292484,540205,AVL,ADITYA VISION ,EQ,BSE,BSE
138293764,540210,HEADSUP,HEADS UP VENTURES ,EQ,BSE,BSE
138294276,540212,TCIEXP,TCI EXPRESS ,EQ,BSE,BSE
138296580,540221,SHASHANK,SHASHANK TRADERS ,EQ,BSE,BSE
138296836,540222,LAURUSLABS,LAURUS LABS ,EQ,BSE,BSE
138302212,540243,NEWLIGHT,NEW LIGHT INDUSTRIES,EQ,BSE,BSE
138304516,540252,VSL,VEERAM SECURITIES,EQ,BSE,BSE
138305028,540254,MTPL,MARG TECHNO PROJECTS,EQ,BSE,BSE
138306308,540259,SHANGAR,SHANGAR DECOR,EQ,BSE,BSE
138308100,540266,GLCL,GLOBE COMMERCIALS ,EQ,BSE,BSE
138308356,540267,FLORACORP,FLORA CORPORATION ,EQ,BSE,BSE
138308612,540268,TRU,TRUCAP FINANCE ,EQ,BSE,BSE
138308868,540269,SKL,SUPER FINE KNITTERS,EQ,BSE,BSE
138309124,540270,RAIDEEPIND,RAIDEEP INDUSTRIES ,EQ,BSE,BSE
138315012,540293,PRICOLLTD,PRICOL ,EQ,BSE,BSE
138319364,540310,CFL,CLASSIC FILAMENTS ,EQ,BSE,BSE
138319620,540311,JITFINFRA,JITF INFRALOGISTICS,EQ,BSE,BSE
138321412,540318,SUERYAAKNI,SUERYAA KNITWEAR ,EQ,BSE,BSE
138324996,540332,TANVI,TANVI FOODS (INDIA) ,EQ,BSE,BSE
138331652,540358,RMC,RMC SWITCHGEARS,EQ,BSE,BSE
138331908,540359,PARMAX,PARMAX PHARMA ,EQ,BSE,BSE
138332164,540360,LLFICL,LEADING LEASING FINANCE AND IN,EQ,BSE,BSE
138332420,540361,DANUBE,DANUBE INDUSTRIES,EQ,BSE,BSE
138333700,540366,RADIOCITY,MUSIC BROADCAST ,EQ,BSE,BSE
138336260,540376,DMART,AVENUE SUPERMARTS ,EQ,BSE,BSE
138336516,540377,IFL,IFL ENTERPRISES,EQ,BSE,BSE
138338820,540386,ONTIC,ONTIC FINSERVE ,EQ,BSE,BSE
138340612,540393,SMLT,SARTHAK METALS ,EQ,BSE,BSE
138341124,540395,CHEMCRUX,CHEMCRUX ENTERPRISES ,EQ,BSE,BSE
138341380,540396,MANOMAY,MANOMAY TEX INDIA ,EQ,BSE,BSE
138342660,540401,MAXIMUS,MAXIMUS INTERNATIONAL ,EQ,BSE,BSE
138342916,540402,MANAS,MANAS PROPERTIES ,EQ,BSE,BSE
138343172,540403,CLEDUCATE,CL EDUCATE ,EQ,BSE,BSE
138343428,540404,PRIMEFRESH,PRIME FRESH,EQ,BSE,BSE
138343684,540405,OCEANIC,OCEANIC FOODS ,EQ,BSE,BSE
138346500,540416,OCTAWARE,OCTAWARE TECHNOLOGIES ,EQ,BSE,BSE
138348804,540425,SHANKARA,SHANKARA BUILDING PRODUCTS LIM,EQ,BSE,BSE
138356484,540455,ESCORP,ESCORP ASSET MANAGEMENT LIMITE,EQ,BSE,BSE
138359556,540467,PARMSILK,PARMESHWARI SILK MILLS,EQ,BSE,BSE
138359812,540468,KMSMEDI,KMS MEDISURGI ,EQ,BSE,BSE
138363140,540481,CLFL,CLASSIC LEASING & FINANCE,EQ,BSE,BSE
138365956,540492,STARLENT,STARLINEPS ENTERPRISES,EQ,BSE,BSE
138367236,540497,SCHAND,S CHAND AND COMPANY ,EQ,BSE,BSE
138371844,540515,KANUNGO,KANUNGO FINANCIERS,EQ,BSE,BSE
138372868,540519,MEERA,MEERA INDUSTRIES ,EQ,BSE,BSE
138374660,540526,IRBINVIT,IRB INVIT FUND,EQ,BSE,BSE
138375684,540530,HUDCO,HOUSING &URBAN DEVELOPMENT COR,EQ,BSE,BSE
138379268,540544,PSPPROJECT,PSP PROJECTS ,EQ,BSE,BSE
138379524,540545,BGJL,BHAKTI GEMS AND JEWELLERY LIMI,EQ,BSE,BSE
138380804,540550,YUG,YUG DECOR ,EQ,BSE,BSE
138384644,540565,INDIGRID,INDIGRID INFRASTRUCTURE TRUST,EQ,BSE,BSE
138385924,540570,VARIMAN,VARIMAN GLOBAL ENTERPRISES LIM,EQ,BSE,BSE
138387204,540575,STARCEMENT,STAR CEMENT ,EQ,BSE,BSE
138391044,540590,RIDDHICORP,RIDDHI CORPORATE SERVICES LIMI,EQ,BSE,BSE
138392324,540595,TEJASNET,TEJAS NETWORKS ,EQ,BSE,BSE
138392580,540596,ERIS,ERIS LIFESCIENCES ,EQ,BSE,BSE
138392836,540597,CONTAINER,CONTAINERWAY INTERNATIONAL LIM,EQ,BSE,BSE
138394116,540602,GTPL,GTPL HATHWAY ,EQ,BSE,BSE
138396420,540611,AUBANK,AU SMALL FINANCE BANK ,EQ,BSE,BSE
138396676,540612,LOWVOLIETF,ICICI PRUDENTIAL NIFTY LOW VOL,EQ,BSE,BSE
138396932,540613,GEL,GAUTAM EXIM ,EQ,BSE,BSE
138397188,540614,GGENG,G G ENGINEERING ,EQ,BSE,BSE
138397444,540615,7NR,7NR RETAIL ,EQ,BSE,BSE
138404356,540642,SALASAR,SALASAR TECHNO ENGINEERING LIM,EQ,BSE,BSE
138405636,540647,GANGESSECU,GANGES SECURITIES,EQ,BSE,BSE
138405892,540648,PALASHSECU,PALASH SECURITIES ,EQ,BSE,BSE
138406148,540649,AVADHSUGAR,AVADH SUGAR & ENERGY,EQ,BSE,BSE
138406404,540650,MAGADSUGAR,MAGADH SUGAR & ENERGY ,EQ,BSE,BSE
138406660,540651,JIGAR,JIGAR CABLES ,EQ,BSE,BSE
138406916,540652,CTCL,CAPTAIN TECHNOCAST ,EQ,BSE,BSE
138407428,540654,GSTL,GLOBALSPACE TECHNOLOGIES LIMIT,EQ,BSE,BSE
138411268,540669,UTINEXT50,UTI MUTUAL FUND,EQ,BSE,BSE
138412292,540673,SIS,SIS,EQ,BSE,BSE
138413572,540678,COCHINSHIP,COCHIN SHIPYARD ,EQ,BSE,BSE
138413828,540679,SMSLIFE,SMS LIFESCIENCES INDIA,EQ,BSE,BSE
138414084,540680,KIOCL,KIOCL ,EQ,BSE,BSE
138414340,540681,CHOTHANI,CHOTHANI FOODS,EQ,BSE,BSE
138415620,540686,SMRUTHIORG,SMRUTHI ORGANICS ,EQ,BSE,BSE
138416900,540691,ABCAPITAL,ADITYA BIRLA CAPITAL,EQ,BSE,BSE
138417156,540692,APEX,APEX FROZEN FOODS ,EQ,BSE,BSE
138417412,540693,SHISHIND,SHISH INDUSTRIES ,EQ,BSE,BSE
138417668,540694,ANG,ANG LIFESCIENCES INDIA ,EQ,BSE,BSE
138418180,540696,KCDGROUP,KCD INDUSTRIES INDIA,EQ,BSE,BSE
138418948,540699,DIXON,DIXON TECHNOLOGIES (INDIA) LIM,EQ,BSE,BSE
138419204,540700,BRNL,BHARAT ROAD NETWORK ,EQ,BSE,BSE
138419460,540701,DCAL,DISHMAN CARBOGEN AMCIS ,EQ,BSE,BSE
138419716,540702,LASA,LASA SUPERGENERICS ,EQ,BSE,BSE
138419972,540703,PROCLB,PRO CLB GLOBAL,EQ,BSE,BSE
138420228,540704,MATRIMONY,MATRIMONY.COM ,EQ,BSE,BSE
138421508,540709,RHFL,RELIANCE HOME FINANCE ,EQ,BSE,BSE
138421764,540710,CAPACITE,CAPACIT'E INFRAPROJECTS LIMITE,EQ,BSE,BSE
138423300,540716,ICICIGI,ICICI LOMBARD GENERAL INSURANC,EQ,BSE,BSE
138423556,540717,PQIF,POLO QUEEN INDUSTRIAL AND FINT,EQ,BSE,BSE
138423812,540718,AAYUSHBULL,AAYUSH ART AND BULLION,EQ,BSE,BSE
138424068,540719,SBILIFE,SBI LIFE INSURANCE COMPANY LIM,EQ,BSE,BSE
138425348,540724,DIAMONDYD,PRATAAP SNACKS ,EQ,BSE,BSE
138425604,540725,SHAREINDIA,SHARE INDIA SECURITIES ,EQ,BSE,BSE
138425860,540726,TTFL,TRIDENT TEXOFAB ,EQ,BSE,BSE
138426116,540727,POOJA,POOJAWESTERN METALIKS ,EQ,BSE,BSE
138426372,540728,SAYAJIIND,SAYAJI INDUSTRIES ,EQ,BSE,BSE
138426628,540729,VANTABIO,VANTA BIOSCIENCE ,EQ,BSE,BSE
138426884,540730,MEHAI,MEHAI TECHNOLOGY  ,EQ,BSE,BSE
138428164,540735,IRIS,IRIS BUSINESS SERVICES ,EQ,BSE,BSE
138428676,540737,SGRL,SHREE GANESH REMEDIES ,EQ,BSE,BSE
138428932,540738,STL,SHREEJI TRANSLOGISTICS ,EQ,BSE,BSE
138430212,540743,GODREJAGRO,GODREJ AGROVET ,EQ,BSE,BSE
138431748,540749,MASFIN,MAS FINANCIAL SERVICES ,EQ,BSE,BSE
138432004,540750,IEX,INDIAN ENERGY EXCHANGE ,EQ,BSE,BSE
138433284,540755,GICRE,GENERAL INSURANCE CORPORATION,EQ,BSE,BSE
138433540,540756,KAARYAFSL,KAARYA FACILITIES AND SERVICES,EQ,BSE,BSE
138433796,540757,SCPL,SHEETAL COOL PRODUCTS,EQ,BSE,BSE
138435076,540762,TIINDIA,TUBE INVESTMENTS OF INDIA,EQ,BSE,BSE
138436356,540767,NAM-INDIA,NIPPON LIFE INDIA ASSET MANAGE,EQ,BSE,BSE
138436612,540768,MAHLOG,MAHINDRA LOGISTICS ,EQ,BSE,BSE
138436868,540769,NIACL,THE NEW INDIA ASSURANCE COMPAN,EQ,BSE,BSE
138438148,540774,IFGLEXPOR,IFGL REFRACTORIES ,EQ,BSE,BSE
138438404,540775,KHADIM,KHADIM INDIA ,EQ,BSE,BSE
138438660,540776,5PAISA,5PAISA CAPITAL ,EQ,BSE,BSE
138438916,540777,HDFCLIFE,HDFC LIFE INSURANCE COMPANY LI,EQ,BSE,BSE
138440196,540782,SBRANDS,SANGHVI BRANDS ,EQ,BSE,BSE
138441220,540786,SHARIKA,SHARIKA ENTERPRISES,EQ,BSE,BSE
138441476,540787,ICICIB22,ICICI PRUDENTIAL MUTUAL FUND,EQ,BSE,BSE
138441732,540788,ASPIRA,ASPIRA PATHLAB & DIAGNOSTICS L,EQ,BSE,BSE
138441988,540789,DNAMEDIA,DILIGENT MEDIA CORPORATION LIM,EQ,BSE,BSE
138443524,540795,DYCL,DYNAMIC CABLES ,EQ,BSE,BSE
138443780,540796,RATNABHUMI,RATNABHUMI DEVELOPERS ,EQ,BSE,BSE
138444036,540797,SHALBY,SHALBY ,EQ,BSE,BSE
138447108,540809,MRCAGRO,MRC AGROTECH,EQ,BSE,BSE
138447620,540811,DML,DIGGI MULTITRADE ,EQ,BSE,BSE
138450180,540821,CRYSTAL,CRYSTAL BUSINESS SYSTEM LIMITE,EQ,BSE,BSE
138450948,540824,ASTRON,ASTRON PAPER & BOARD MILL LIMI,EQ,BSE,BSE
138452228,540829,CHANDRIMA,CHANDRIMA MERCANTILES ,EQ,BSE,BSE
138455812,540843,RITHWIKFMS,RITHWIK FACILITY MANAGEMENT SE,EQ,BSE,BSE
138457604,540850,JFL,JHANDEWALAS FOODS ,EQ,BSE,BSE
138463748,540874,7SEASL,7SEAS ENTERTAINMENT,EQ,BSE,BSE
138465028,540879,APOLLO,APOLLO MICRO SYSTEMS ,EQ,BSE,BSE
